timestamp,ip,method,endpoint,status_code,response_size,response_time_ms,user_agent,requests_per_minute,is_anomaly
2026-05-20 22:09:08,192.168.2.31,GET,/,304,4309,415,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,4,0
2026-05-22 11:35:01,192.168.6.238,POST,/static/js/app.js,301,5740,172,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),19,0
2026-05-21 04:46:41,192.168.5.85,GET,/static/css/main.css,302,7141,145,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),10,0
2026-05-21 06:31:00,192.168.10.156,POST,/api/cart,301,10164,119,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,7,0
2026-05-25 15:10:38,192.168.4.33,POST,/static/css/main.css,304,39741,387,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,18,0
2026-05-24 02:02:29,192.168.3.235,POST,/api/cart,304,39947,476,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,12,0
2026-05-22 22:39:12,192.168.2.71,GET,/favicon.ico,200,38184,289,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,14,0
2026-05-25 18:55:06,192.168.10.233,POST,/cart,301,23796,154,Mozilla/5.0 (Linux; Android 11; Pixel 5),2,0
2026-05-20 05:18:42,192.168.3.192,POST,/static/js/app.js,301,18791,66,Mozilla/5.0 (Linux; Android 11; Pixel 5),20,0
2026-05-21 02:18:24,192.168.1.127,GET,/images/product1.jpg,302,45678,412,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),14,0
2026-05-22 04:53:28,192.168.8.219,GET,/api/cart,304,35357,161,Mozilla/5.0 (Linux; Android 11; Pixel 5),9,0
2026-05-20 18:50:54,192.168.5.131,POST,/api/cart,200,48560,473,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),17,0
2026-05-20 15:41:36,192.168.10.35,POST,/products,200,4076,131,Mozilla/5.0 (Linux; Android 11; Pixel 5),7,0
2026-05-26 14:05:57,192.168.6.124,GET,/api/user/profile,200,23512,83,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,15,0
2026-05-22 22:06:22,192.168.1.56,POST,/favicon.ico,404,44831,50,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,17,0
2026-05-25 00:13:02,192.168.8.17,GET,/api/user/profile,200,32096,382,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,18,0
2026-05-20 00:07:18,10.89.71.172,OPTIONS,/etc/passwd,404,106,41,-,438,1
2026-05-21 10:57:32,192.168.10.233,POST,/images/product1.jpg,200,33721,427,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),8,0
2026-05-21 21:30:54,192.168.7.104,GET,/products,302,21934,196,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,14,0
2026-05-25 19:09:34,192.168.1.188,POST,/checkout,200,42498,199,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,2,0
2026-05-24 22:24:50,192.168.3.235,GET,/static/css/main.css,200,24863,482,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,15,0
2026-05-24 07:32:53,192.168.10.12,GET,/api/products,304,38932,490,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,13,0
2026-05-25 22:41:24,192.168.2.130,POST,/,302,9095,468,Mozilla/5.0 (Linux; Android 11; Pixel 5),4,0
2026-05-24 09:57:15,192.168.10.12,GET,/cart,304,23240,261,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),9,0
2026-05-23 06:23:45,10.243.232.92,GET,/api/products?id=1' OR '1'='1,400,1328,3347,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,47,1
2026-05-23 07:38:39,192.168.9.187,GET,/api/cart,200,39456,207,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,17,0
2026-05-24 18:51:42,10.250.168.52,GET,/api/products?id=1' OR '1'='1,200,640,4525,Mozilla/5.0 (Linux; Android 11; Pixel 5),29,1
2026-05-25 16:14:31,192.168.5.204,POST,/favicon.ico,200,34386,433,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,10,0
2026-05-20 22:30:08,192.168.6.124,GET,/api/user/profile,302,4775,78,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,1,0
2026-05-23 19:51:25,192.168.8.112,GET,/images/product1.jpg,304,10763,458,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),9,0
2026-05-23 00:53:39,192.168.3.177,GET,/static/js/app.js,200,20691,439,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,19,0
2026-05-22 10:24:49,192.168.10.64,POST,/images/product1.jpg,302,2434,493,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1,0
2026-05-24 22:59:05,10.250.168.52,GET,/static/js/app.js,503,2460,9071,-,1888,1
2026-05-21 21:25:12,192.168.7.179,POST,/api/products,200,32897,57,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,20,0
2026-05-21 14:43:56,192.168.4.91,GET,/static/css/main.css,404,6782,340,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,6,0
2026-05-22 14:12:31,192.168.9.5,POST,/images/product1.jpg,302,32477,479,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,18,0
2026-05-23 03:22:50,192.168.9.91,POST,/static/js/app.js,302,22148,429,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,14,0
2026-05-20 05:07:21,192.168.8.228,POST,/,200,42598,331,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,20,0
2026-05-23 06:02:31,192.168.8.107,POST,/static/css/main.css,200,42252,184,Mozilla/5.0 (Linux; Android 11; Pixel 5),15,0
2026-05-22 05:45:04,192.168.3.235,GET,/home,200,34317,423,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,2,0
2026-05-22 17:46:18,192.168.5.25,GET,/api/user/profile,301,32008,77,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,9,0
2026-05-24 18:32:54,192.168.10.233,GET,/cart,302,21411,161,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,2,0
2026-05-26 20:11:44,192.168.1.178,POST,/checkout,301,41048,420,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),19,0
2026-05-22 05:40:16,192.168.5.21,POST,/api/user/profile,404,43331,98,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,13,0
2026-05-20 01:26:36,192.168.4.101,GET,/static/css/main.css,301,19401,74,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),2,0
2026-05-20 15:30:21,10.144.130.4,OPTIONS,/api/users,404,47,96,python-requests/2.28.0,290,1
2026-05-22 21:19:17,192.168.7.191,GET,/images/product1.jpg,304,20179,69,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,4,0
2026-05-23 12:50:31,192.168.1.246,POST,/images/product1.jpg,200,35703,220,Mozilla/5.0 (Linux; Android 11; Pixel 5),5,0
2026-05-21 23:39:58,192.168.2.219,POST,/,200,40075,233,Mozilla/5.0 (Linux; Android 11; Pixel 5),8,0
2026-05-24 06:58:21,192.168.8.65,GET,/products,302,30063,173,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),20,0
2026-05-24 14:03:46,192.168.9.91,POST,/api/products,404,19850,243,Mozilla/5.0 (Linux; Android 11; Pixel 5),6,0
2026-05-25 16:59:02,192.168.1.178,GET,/static/js/app.js,301,49861,423,Mozilla/5.0 (Linux; Android 11; Pixel 5),6,0
2026-05-25 12:19:22,10.251.147.51,POST,/admin/login,403,826,236,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,246,1
2026-05-24 23:35:51,10.47.214.151,GET,/.env,400,531,71,curl/7.68.0,4,1
2026-05-22 07:16:10,192.168.3.235,GET,/favicon.ico,200,33311,120,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,18,0
2026-05-25 21:08:27,192.168.10.58,POST,/home,302,14288,88,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,14,0
2026-05-22 19:26:16,192.168.1.56,GET,/static/css/main.css,200,48173,363,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,19,0
2026-05-23 22:26:33,192.168.8.112,POST,/images/product1.jpg,200,33908,399,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,20,0
2026-05-24 09:38:55,192.168.10.81,GET,/,404,49341,467,Mozilla/5.0 (Linux; Android 11; Pixel 5),15,0
2026-05-24 19:13:09,10.251.118.26,GET,/.git/config,404,913,122,masscan/1.0,19,1
2026-05-24 08:33:11,192.168.10.233,GET,/cart,200,15899,448,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,4,0
2026-05-23 08:45:11,192.168.5.131,POST,/home,404,11387,449,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,17,0
2026-05-24 08:00:36,192.168.10.84,GET,/cart,301,44942,345,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),14,0
2026-05-24 04:58:40,192.168.9.112,POST,/home,301,38178,488,Mozilla/5.0 (Linux; Android 11; Pixel 5),17,0
2026-05-24 17:11:46,10.13.117.165,OPTIONS,/wp-admin,403,322,76,Nmap Scripting Engine,222,1
2026-05-26 04:29:20,192.168.2.130,POST,/images/product1.jpg,404,40550,441,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),3,0
2026-05-26 04:38:43,192.168.1.121,POST,/static/css/main.css,302,14330,268,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,10,0
2026-05-24 23:49:08,192.168.1.21,GET,/static/js/app.js,200,33659,287,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,4,0
2026-05-21 14:09:39,192.168.10.81,GET,/home,302,10894,373,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,8,0
2026-05-21 17:52:45,192.168.10.156,POST,/,404,43535,128,Mozilla/5.0 (Linux; Android 11; Pixel 5),9,0
2026-05-20 08:19:31,192.168.6.67,POST,/,304,27768,439,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),4,0
2026-05-25 00:06:11,10.111.132.23,GET,/../../../etc/passwd,404,893,155,sqlmap/1.7.8,8,1
2026-05-22 22:22:18,192.168.2.71,POST,/cart,404,10927,201,Mozilla/5.0 (Linux; Android 11; Pixel 5),7,0
2026-05-21 16:31:42,192.168.9.197,POST,/products,200,29267,185,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,19,0
2026-05-24 02:17:37,192.168.8.219,POST,/static/css/main.css,301,43690,132,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),17,0
2026-05-24 19:08:01,192.168.2.242,GET,/products,200,8013,260,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,10,0
2026-05-22 09:29:19,192.168.1.188,POST,/cart,200,30813,429,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,2,0
2026-05-20 19:34:08,10.139.128.191,GET,/static/js/app.js,503,3760,2392,sqlmap/1.7.8,1999,1
2026-05-20 18:39:42,10.111.132.23,GET,/api/products?id=1' OR '1'='1,200,576,771,Mozilla/5.0 (Linux; Android 11; Pixel 5),44,1
2026-05-20 12:02:22,10.244.183.148,GET,/wp-admin,200,15,30,Nmap Scripting Engine,323,1
2026-05-24 13:45:50,192.168.7.104,POST,/home,200,14404,330,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,9,0
2026-05-23 12:03:17,192.168.9.217,POST,/checkout,304,33234,337,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,12,0
2026-05-21 22:28:40,192.168.1.192,POST,/api/cart,404,37968,111,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,16,0
2026-05-22 09:18:38,192.168.1.220,GET,/images/product1.jpg,302,42551,341,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),5,0
2026-05-24 21:02:37,192.168.8.65,POST,/favicon.ico,301,17253,416,Mozilla/5.0 (Linux; Android 11; Pixel 5),5,0
2026-05-21 14:05:20,192.168.10.84,GET,/,304,30303,140,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),6,0
2026-05-26 17:21:58,10.244.183.148,GET,/api/products?id=1' OR '1'='1,500,131,3640,Mozilla/5.0 (Linux; Android 11; Pixel 5),19,1
2026-05-26 13:47:16,192.168.1.220,POST,/cart,404,25669,435,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,7,0
2026-05-20 08:51:44,192.168.5.204,POST,/images/product1.jpg,200,20999,110,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,19,0
2026-05-25 14:33:46,192.168.8.12,POST,/static/js/app.js,304,19573,433,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),14,0
2026-05-26 22:16:21,192.168.6.238,POST,/api/cart,304,34799,150,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,19,0
2026-05-26 06:33:21,192.168.1.188,GET,/home,301,49634,352,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,12,0
2026-05-21 10:52:06,192.168.7.22,POST,/static/js/app.js,200,9435,253,Mozilla/5.0 (Linux; Android 11; Pixel 5),15,0
2026-05-20 22:59:46,192.168.9.91,GET,/api/user/profile,302,45960,98,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,20,0
2026-05-23 05:26:05,192.168.2.95,POST,/,200,15170,489,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,18,0
2026-05-26 16:13:55,192.168.1.3,POST,/products,302,38635,79,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,2,0
2026-05-22 17:35:39,192.168.1.178,GET,/static/js/app.js,301,7364,414,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,11,0
2026-05-20 01:25:36,192.168.8.219,POST,/products,200,12634,437,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,8,0
2026-05-25 02:42:52,192.168.1.246,GET,/favicon.ico,404,8457,63,Mozilla/5.0 (Linux; Android 11; Pixel 5),7,0
2026-05-26 15:27:26,192.168.1.22,POST,/,200,23746,140,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),11,0
2026-05-21 15:16:28,192.168.8.107,GET,/checkout,200,40954,204,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,8,0
2026-05-25 13:50:19,192.168.1.177,GET,/checkout,200,27747,383,Mozilla/5.0 (Linux; Android 11; Pixel 5),4,0
2026-05-22 11:25:41,192.168.7.178,POST,/home,200,11017,446,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),1,0
2026-05-23 11:56:10,192.168.2.136,POST,/home,200,36847,161,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,7,0
2026-05-20 12:05:09,192.168.2.31,POST,/home,301,31197,210,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),5,0
2026-05-23 17:13:50,192.168.2.219,POST,/favicon.ico,200,43152,431,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,4,0
2026-05-26 02:41:22,192.168.9.174,POST,/,200,18705,321,Mozilla/5.0 (Linux; Android 11; Pixel 5),10,0
2026-05-26 11:22:30,192.168.1.191,GET,/static/js/app.js,200,28968,365,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,14,0
2026-05-20 13:29:52,192.168.3.69,GET,/api/products,302,25345,242,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),9,0
2026-05-22 16:46:10,192.168.8.222,GET,/api/products,302,24666,249,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,16,0
2026-05-23 08:37:15,192.168.10.87,POST,/products,301,26796,110,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,13,0
2026-05-26 10:44:23,192.168.9.91,GET,/static/js/app.js,302,26536,188,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),2,0
2026-05-26 05:20:04,192.168.7.104,GET,/products,200,27497,128,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,12,0
2026-05-23 04:30:23,10.124.194.38,GET,/.git/config,404,533,115,masscan/1.0,5,1
2026-05-22 18:22:44,10.251.118.26,OPTIONS,/config.php,404,140,75,python-requests/2.28.0,436,1
2026-05-24 11:24:23,10.21.114.33,GET,/api/products?id=1' OR '1'='1,200,1060,3754,Nikto/2.1.6,26,1
2026-05-24 11:26:48,192.168.1.121,GET,/images/product1.jpg,200,40472,57,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,18,0
2026-05-25 18:42:58,192.168.10.35,GET,/static/js/app.js,200,7795,115,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,19,0
2026-05-23 06:52:54,192.168.8.12,POST,/checkout,200,29645,404,Mozilla/5.0 (Linux; Android 11; Pixel 5),13,0
2026-05-25 05:44:08,10.137.136.104,GET,/api/products,503,4834,5015,masscan/1.0,719,1
2026-05-20 01:36:31,192.168.9.187,POST,/checkout,304,39309,427,Mozilla/5.0 (Linux; Android 11; Pixel 5),3,0
2026-05-23 15:08:39,192.168.1.192,GET,/api/user/profile,200,47121,469,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),17,0
2026-05-25 04:07:49,192.168.5.25,GET,/checkout,301,32048,468,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,19,0
2026-05-24 08:29:47,192.168.1.93,POST,/api/user/profile,200,25634,174,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),12,0
2026-05-25 23:35:47,192.168.2.71,GET,/api/cart,301,12237,422,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),7,0
2026-05-21 08:45:23,192.168.10.12,GET,/static/js/app.js,404,16274,255,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,13,0
2026-05-24 20:57:57,192.168.1.188,POST,/cart,404,25602,110,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,6,0
2026-05-24 21:56:00,192.168.4.91,POST,/api/products,302,25331,106,Mozilla/5.0 (Linux; Android 11; Pixel 5),2,0
2026-05-20 23:37:22,192.168.9.187,POST,/favicon.ico,200,5123,60,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,4,0
2026-05-23 05:22:27,192.168.8.112,POST,/api/cart,404,27206,221,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,17,0
2026-05-25 17:29:39,192.168.8.222,GET,/products,200,3609,123,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,19,0
